"","genenames"
"12679","SPIRE2"
"12680","TCF25"
"12681","MC1R"
"12682","DEF8"
"12683","CENPBD1"
"12684","DBNDD1"
"12685","GAS8"
"12686","FAM157C"
"12687","RP11-356C4.3"
"12688","AC137934.1"
"12689","RPH3AL"
"12690","C17orf97"
"12691","FAM101B"
"12692","VPS53"
"12693","FAM57A"
"12694","GEMIN4"
"12695","GLOD4"
"12696","RP11-676J12.4"
"12697","RNMTL1"
"12698","NXN"
"12699","TIMM22"
"12700","ABR"
"12701","YWHAE"
"12702","CRK"
"12703","RP11-818O24.3"
"12704","MYO1C"
"12705","INPP5K"
"12706","PITPNA-AS1"
"12707","PITPNA"
"12708","SLC43A2"
"12709","SCARF1"
"12710","RILP"
"12711","PRPF8"
"12712","TLCD2"
"12713","MIR22HG"
"12714","WDR81"
"12715","SERPINF2"
"12716","SERPINF1"
"12717","SMYD4"
"12718","RPA1"
"12719","DPH1"
"12720","RP11-667K14.4"
"12721","HIC1"
"12722","SMG6"
"12723","SRR"
"12724","TSR1"
"12725","SGSM2"
"12726","MNT"
"12727","METTL16"
"12728","PAFAH1B1"
"12729","CLUH"
"12730","RP11-74E22.3"
"12731","RP11-74E22.8"
"12732","RAP1GAP2"
"12733","TRPV3"
"12734","TRPV1"
"12735","RP11-235E17.2"
"12736","SHPK"
"12737","CTNS"
"12738","TAX1BP3"
"12739","P2RX5-TAX1BP3"
"12740","EMC6"
"12741","P2RX5"
"12742","ITGAE"
"12743","GSG2"
"12744","NCBP3"
"12745","CAMKK1"
"12746","P2RX1"
"12747","ATP2A3"
"12748","ZZEF1"
"12749","CYB5D2"
"12750","ANKFY1"
"12751","UBE2G1"
"12752","SPNS3"
"12753","RP13-580F15.2"
"12754","SPNS2"
"12755","MYBBP1A"
"12756","PELP1"
"12757","RP11-314A20.2"
"12758","ARRB2"
"12759","MED11"
"12760","CXCL16"
"12761","ZMYND15"
"12762","VMO1"
"12763","PSMB6"
"12764","RP11-81A22.5"
"12765","PLD2"
"12766","MINK1"
"12767","CHRNE"
"12768","C17orf107"
"12769","GP1BA"
"12770","SLC25A11"
"12771","RNF167"
"12772","PFN1"
"12773","ENO3"
"12774","SPAG7"
"12775","CAMTA2"
"12776","RP5-1050D4.3"
"12777","INCA1"
"12778","KIF1C"
"12779","AC109333.10"
"12780","ZFP3"
"12781","ZNF232"
"12782","USP6"
"12783","ZNF594"
"12784","RP11-333E1.1"
"12785","SCIMP"
"12786","RABEP1"
"12787","NUP88"
"12788","RP11-420A6.2"
"12789","RPAIN"
"12790","CTC-524C5.2"
"12791","C1QBP"
"12792","DHX33"
"12793","DERL2"
"12794","MIS12"
"12795","NLRP1"
"12796","FAM64A"
"12797","KIAA0753"
"12798","TXNDC17"
"12799","MED31"
"12800","C17orf100"
"12801","CTC-281F24.1"
"12802","XAF1"
"12803","ALOX12-AS1"
"12804","RP11-589P10.5"
"12805","ALOX12"
"12806","RNASEK"
"12807","C17orf49"
"12808","MIR497HG"
"12809","SLC16A13"
"12810","SLC16A11"
"12811","CLEC10A"
"12812","ASGR2"
"12813","ASGR1"
"12814","DLG4"
"12815","ACADVL"
"12816","DVL2"
"12817","PHF23"
"12818","GABARAP"
"12819","CTDNEP1"
"12820","ELP5"
"12821","CLDN7"
"12822","SLC2A4"
"12823","YBX2"
"12824","EIF5A"
"12825","GPS2"
"12826","NEURL4"
"12827","ACAP1"
"12828","KCTD11"
"12829","TNK1"
"12830","TMEM256-PLSCR3"
"12831","TMEM256"
"12832","NLGN2"
"12833","TMEM102"
"12834","FGF11"
"12835","CHRNB1"
"12836","ZBTB4"
"12837","POLR2A"
"12838","TNFSF12"
"12839","TNFSF13"
"12840","SENP3"
"12841","EIF4A1"
"12842","CD68"
"12843","AC113189.5"
"12844","MPDU1"
"12845","SOX15"
"12846","FXR2"
"12847","SAT2"
"12848","ATP1B2"
"12849","TP53"
"12850","WRAP53"
"12851","KDM6B"
"12852","TMEM88"
"12853","NAA38"
"12854","CYB5D1"
"12855","CHD3"
"12856","AC025335.1"
"12857","KCNAB3"
"12858","TRAPPC1"
"12859","CNTROB"
"12860","GUCY2D"
"12861","ALOX15B"
"12862","AC129492.6"
"12863","PER1"
"12864","VAMP2"
"12865","TMEM107"
"12866","BORCS6"
"12867","AURKB"
"12868","LINC00324"
"12869","CTC1"
"12870","PFAS"
"12871","RP11-849F2.9"
"12872","SLC25A35"
"12873","RANGRF"
"12874","KRBA2"
"12875","RPL26"
"12876","RNF222"
"12877","NDEL1"
"12878","MYH10"
"12879","CCDC42"
"12880","PIK3R6"
"12881","PIK3R5"
"12882","STX8"
"12883","USP43"
"12884","GAS7"
"12885","MYH3"
"12886","SCO1"
"12887","ADPRM"
"12888","TMEM220"
"12889","TMEM220-AS1"
"12890","ZNF18"
"12891","MAP2K4"
"12892","ARHGAP44"
"12893","ELAC2"
"12894","COX10"
"12895","AC005224.2"
"12896","HS3ST3B1"
"12897","RP11-214O1.3"
"12898","PMP22"
"12899","CDRT4"
"12900","TVP23C"
"12901","RP11-385D13.3"
"12902","TRIM16"
"12903","ZNF286A"
"12904","AC015922.6"
"12905","ADORA2B"
"12906","ZSWIM7"
"12907","TTC19"
"12908","CTC-529I10.1"
"12909","NCOR1"
"12910","CTC-529I10.2"
"12911","PIGL"
"12912","CENPV"
"12913","UBB"
"12914","RP11-138I1.4"
"12915","RP11-138I1.2"
"12916","TRPV2"
"12917","LRRC75A"
"12918","ZNF287"
"12919","ZNF624"
"12920","CCDC144A"
"12921","RP11-219A15.1"
"12922","TNFRSF13B"
"12923","AC104024.1"
"12924","MPRIP"
"12925","MPRIP-AS1"
"12926","PLD6"
"12927","FLCN"
"12928","COPS3"
"12929","NT5M"
"12930","MED9"
"12931","RASD1"
"12932","PEMT"
"12933","RAI1"
"12934","SMCR5"
"12935","SREBF1"
"12936","TOM1L2"
"12937","RP1-253P7.4"
"12938","DRC3"
"12939","ATPAF2"
"12940","GID4"
"12941","DRG2"
"12942","MYO15A"
"12943","RP11-258F1.1"
"12944","ALKBH5"
"12945","LLGL1"
"12946","FLII"
"12947","MIEF2"
"12948","TOP3A"
"12949","SMCR8"
"12950","SHMT1"
"12951","FLJ35934"
"12952","LGALS9C"
"12953","FAM106A"
"12954","ZNF286B"
"12955","TRIM16L"
"12956","TVP23B"
"12957","CTD-2145A24.5"
"12958","PRPSAP2"
"12959","SLC5A10"
"12960","FAM83G"
"12961","GRAP"
"12962","RP11-160E2.19"
"12963","RP11-160E2.6"
"12964","GRAPL"
"12965","EPN2"
"12966","B9D1"
"12967","MAPK7"
"12968","MFAP4"
"12969","SLC47A1"
"12970","ALDH3A2"
"12971","ULK2"
"12972","RP11-78O7.2"
"12973","AKAP10"
"12974","SPECC1"
"12975","LGALS9B"
"12976","CCDC144NL"
"12977","RP11-344E13.4"
"12978","USP22"
"12979","RP11-746M1.1"
"12980","DHRS7B"
"12981","TMEM11"
"12982","AC087294.2"
"12983","NATD1"
"12984","MAP2K3"
"12985","KCNJ12"
"12986","C17orf51"
"12987","MTRNR2L1"
"12988","WSB1"
"12989","KSR1"
"12990","LGALS9"
"12991","RP11-138P22.1"
"12992","LYRM9"
"12993","NLK"
"12994","TMEM97"
"12995","IFT20"
"12996","TNFAIP1"
"12997","POLDIP2"
"12998","TMEM199"
"12999","SARM1"
"13000","SLC46A1"
"13001","CTD-2350C19.2"
"13002","RP11-192H23.4"
"13003","UNC119"
"13004","PIGS"
"13005","ALDOC"
"13006","SPAG5"
"13007","RP11-192H23.6"
"13008","SGK494"
"13009","KIAA0100"
"13010","SDF2"
"13011","SUPT6H"
"13012","PROCA1"
"13013","RAB34"
"13014","RPL23A"
"13015","AC010761.8"
"13016","TLCD1"
"13017","NEK8"
"13018","TRAF4"
"13019","FAM222B"
"13020","ERAL1"
"13021","RP11-20B24.2"
"13022","FLOT2"
"13023","RP11-20B24.4"
"13024","DHRS13"
"13025","PHF12"
"13026","PIPOX"
"13027","SEZ6"
"13028","RP11-321A17.6"
"13029","MYO18A"
"13030","NUFIP2"
"13031","RP11-296K13.4"
"13032","TAOK1"
"13033","ABHD15"
"13034","TP53I13"
"13035","GIT1"
"13036","ANKRD13B"
"13037","CORO6"
"13038","SSH2"
"13039","RP11-338L22.2"
"13040","EFCAB5"
"13041","NSRP1"
"13042","RP11-354P11.3"
"13043","RP11-354P11.8"
"13044","SLC6A4"
"13045","BLMH"
"13046","CPD"
"13047","GOSR1"
"13048","TBC1D29"
"13049","CRLF3"
"13050","CTD-2349P21.9"
"13051","CTD-2349P21.12"
"13052","ATAD5"
"13053","RP13-753N3.1"
"13054","TEFM"
"13055","RP13-753N3.3"
"13056","ADAP2"
"13057","RNF135"
"13058","RP11-848P1.4"
"13059","NF1"
"13060","OMG"
"13061","EVI2B"
"13062","EVI2A"
"13063","RAB11FIP4"
"13064","COPRS"
"13065","UTP6"
"13066","SUZ12"
"13067","LRRC37B"
"13068","CTD-2095E4.5"
"13069","AC090616.2"
"13070","RHOT1"
"13071","C17orf75"
"13072","ZNF207"
"13073","RP11-227G15.10"
"13074","RP11-227G15.11"
"13075","RP11-227G15.8"
"13076","PSMD11"
"13077","CDK5R1"
"13078","MYO1D"
"13079","CCL2"
"13080","TMEM132E"
"13081","CCT6B"
"13082","ZNF830"
"13083","LIG3"
"13084","RFFL"
"13085","RAD51D"
"13086","NLE1"
"13087","UNC45B"
"13088","RP11-799D4.4"
"13089","SLFN5"
"13090","RP11-47L3.1"
"13091","SLFN11"
"13092","RP11-686D22.4"
"13093","SLFN12"
"13094","SLFN13"
"13095","SLFN12L"
"13096","RP11-1094M14.12"
"13097","RP11-1094M14.11"
"13098","PEX12"
"13099","AP2B1"
"13100","TAF15"
"13101","MMP28"
"13102","C17orf50"
"13103","CCL5"
"13104","RDM1"
"13105","CCL23"
"13106","AC069363.1"
"13107","CCL3"
"13108","CCL4"
"13109","AC131056.3"
"13110","CCL3L3"
"13111","CCL4L2"
"13112","ZNHIT3"
"13113","MYO19"
"13114","PIGW"
"13115","GGNBP2"
"13116","DHRS11"
"13117","MRM1"
"13118","CTB-75G16.3"
"13119","AATF"
"13120","ACACA"
"13121","TADA2A"
"13122","DUSP14"
"13123","SYNRG"
"13124","DDX52"
"13125","TBC1D3D"
"13126","MRPL45"
"13127","SOCS7"
"13128","ARHGAP23"
"13129","C17orf96"
"13130","CTB-58E17.1"
"13131","CTB-58E17.3"
"13132","MLLT6"
"13133","AC006449.2"
"13134","CISD3"
"13135","PSMB3"
"13136","PIP4K2B"
"13137","CWC25"
"13138","RPL23"
"13139","LASP1"
"13140","LINC00672"
"13141","PLXDC1"
"13142","CACNB1"
"13143","RPL19"
"13144","STAC2"
"13145","FBXL20"
"13146","CTB-131K11.1"
"13147","MED1"
"13148","CDK12"
"13149","RP11-390P24.1"
"13150","NEUROD2"
"13151","STARD3"
"13152","TCAP"
"13153","PNMT"
"13154","PGAP3"
"13155","ERBB2"
"13156","MIEN1"
"13157","IKZF3"
"13158","GSDMB"
"13159","ORMDL3"
"13160","RP11-387H17.4"
"13161","PSMD3"
"13162","MED24"
"13163","THRA"
"13164","NR1D1"
"13165","MSL1"
"13166","CASC3"
"13167","RAPGEFL1"
"13168","WIPF2"
"13169","CDC6"
"13170","RARA"
"13171","RARA-AS1"
"13172","TOP2A"
"13173","IGFBP4"
"13174","RP5-1028K7.2"
"13175","CCR7"
"13176","SMARCE1"
"13177","RP11-458J1.1"
"13178","KRT10"
"13179","TMEM99"
"13180","KRT23"
"13181","KRT13"
"13182","EIF1"
"13183","HAP1"
"13184","JUP"
"13185","P3H4"
"13186","FKBP10"
"13187","NT5C3B"
"13188","KLHL11"
"13189","ACLY"
"13190","TTC25"
"13191","CNP"
"13192","DNAJC7"
"13193","NKIRAS2"
"13194","ZNF385C"
"13195","DHX58"
"13196","KAT2A"
"13197","RAB5C"
"13198","HCRT"
"13199","GHDC"
"13200","STAT5B"
"13201","STAT5A"
"13202","STAT3"
"13203","PTRF"
"13204","ATP6V0A1"
"13205","NAGLU"
"13206","HSD17B1"
"13207","RP11-400F19.6"
"13208","COASY"
"13209","MLX"
"13210","PSMC3IP"
"13211","FAM134C"
"13212","TUBG1"
"13213","TUBG2"
"13214","PLEKHH3"
"13215","CCR10"
"13216","CTD-3193K9.4"
"13217","EZH1"
"13218","RAMP2-AS1"
"13219","RAMP2"
"13220","VPS25"
"13221","COA3"
"13222","CNTD1"
"13223","BECN1"
"13224","PSME3"
"13225","LINC00671"
"13226","AARSD1"
"13227","PTGES3L"
"13228","RUNDC1"
"13229","RPL27"
"13230","IFI35"
"13231","VAT1"
"13232","RND2"
"13233","BRCA1"
"13234","RP11-242D8.1"
"13235","NBR1"
"13236","TMEM106A"
"13237","LINC00910"
"13238","ARL4D"
"13239","DHX8"
"13240","MEOX1"
"13241","DUSP3"
"13242","MPP3"
"13243","MPP2"
"13244","RP11-527L4.2"
"13245","NAGS"
"13246","TMEM101"
"13247","LSM12"
"13248","G6PC3"
"13249","HDAC5"
"13250","C17orf53"
"13251","ASB16"
"13252","ASB16-AS1"
"13253","TMUB2"
"13254","ATXN7L3"
"13255","UBTF"
"13256","RP5-882C2.2"
"13257","SLC4A1"
"13258","SLC25A39"
"13259","GRN"
"13260","ITGA2B"
"13261","GPATCH8"
"13262","FZD2"
"13263","MEIOC"
"13264","CCDC43"
"13265","DBF4B"
"13266","GJC1"
"13267","EFTUD2"
"13268","KIF18B"
"13269","DCAKD"
"13270","NMT1"
"13271","PLCD3"
"13272","ACBD4"
"13273","AC142472.6"
"13274","HEXIM1"
"13275","AC002117.1"
"13276","HEXIM2"
"13277","RP13-890H12.2"
"13278","CTD-2020K17.1"
"13279","FMNL1"
"13280","CTD-2020K17.3"
"13281","CTD-2020K17.4"
"13282","MAP3K14-AS1"
"13283","MAP3K14"
"13284","ARHGAP27"
"13285","PLEKHM1"
"13286","RP11-798G7.8"
"13287","RP11-798G7.5"
"13288","RP11-798G7.6"
"13289","CRHR1"
"13290","MAPT"
"13291","KANSL1"
"13292","KANSL1-AS1"
"13293","ARL17B"
"13294","LRRC37A2"
"13295","ARL17A"
"13296","FAM215B"
"13297","NSF"
"13298","GOSR2"
"13299","CDC27"
"13300","MYL4"
"13301","EFCAB13"
"13302","NPEPPS"
"13303","RP11-580I16.2"
"13304","KPNB1"
"13305","TBKBP1"
"13306","TBX21"
"13307","OSBPL7"
"13308","MRPL10"
"13309","LRRC46"
"13310","SCRN2"
"13311","SP2"
"13312","SP2-AS1"
"13313","PNPO"
"13314","CDK5RAP3"
"13315","COPZ2"
"13316","NFE2L1"
"13317","CBX1"
"13318","SNX11"
"13319","SKAP1"
"13320","RP11-456D7.1"
"13321","HOXB2"
"13322","HOXB-AS1"
"13323","HOXB3"
"13324","HOXB-AS3"
"13325","HOXB4"
"13326","HOXB6"
"13327","HOXB7"
"13328","RP11-357H14.17"
"13329","CALCOCO2"
"13330","ATP5G1"
"13331","UBE2Z"
"13332","SNF8"
"13333","GNGT2"
"13334","ABI3"
"13335","PHOSPHO1"
"13336","ZNF652"
"13337","RP11-1079K10.3"
"13338","PHB"
"13339","RP11-1079K10.4"
"13340","NGFR"
"13341","SPOP"
"13342","SLC35B1"
"13343","FAM117A"
"13344","KAT7"
"13345","RP11-304F15.3"
"13346","DLX4"
"13347","ITGA3"
"13348","PDK2"
"13349","SAMD14"
"13350","PPP1R9B"
"13351","SGCA"
"13352","XYLT2"
"13353","MRPL27"
"13354","EME1"
"13355","LRRC59"
"13356","ACSF2"
"13357","CHAD"
"13358","RSAD1"
"13359","MYCBPAP"
"13360","SPATA20"
"13361","ABCC3"
"13362","ANKRD40"
"13363","RP11-294J22.6"
"13364","LUC7L3"
"13365","TOB1"
"13366","SPAG9"
"13367","NME1"
"13368","NME2"
"13369","MBTD1"
"13370","UTP18"
"13371","TOM1L1"
"13372","COX11"
"13373","STXBP4"
"13374","HLF"
"13375","RP11-515O17.3"
"13376","MMD"
"13377","PCTP"
"13378","NOG"
"13379","C17orf67"
"13380","DGKE"
"13381","TRIM25"
"13382","RP11-670E13.6"
"13383","COIL"
"13384","SCPEP1"
"13385","RP11-166P13.3"
"13386","AKAP1"
"13387","RP11-166P13.4"
"13388","MSI2"
"13389","MRPS23"
"13390","CUEDC1"
"13391","VEZF1"
"13392","RP11-159D12.5"
"13393","RP11-159D12.2"
"13394","SRSF1"
"13395","DYNLL2"
"13396","RP11-506H21.5"
"13397","MKS1"
"13398","MPO"
"13399","BZRAP1"
"13400","BZRAP1-AS1"
"13401","RP5-1171I10.5"
"13402","SUPT4H1"
"13403","RNF43"
"13404","HSF5"
"13405","MTMR4"
"13406","SEPT4"
"13407","TEX14"
"13408","RAD51C"
"13409","TRIM37"
"13410","AC099850.1"
"13411","SKA2"
"13412","PRR11"
"13413","SMG8"
"13414","GDPD1"
"13415","YPEL2"
"13416","DHX40"
"13417","RP11-758H9.2"
"13418","CLTC"
"13419","PTRH2"
"13420","VMP1"
"13421","TUBD1"
"13422","RPS6KB1"
"13423","RNFT1"
"13424","RP11-178C3.2"
"13425","HEATR6"
"13426","CTD-2319I12.2"
"13427","USP32"
"13428","C17orf64"
"13429","APPBP2"
"13430","PPM1D"
"13431","BCAS3"
"13432","NACA2"
"13433","BRIP1"
"13434","INTS2"
"13435","MED13"
"13436","METTL2A"
"13437","TLK2"
"13438","MRC2"
"13439","MARCH10"
"13440","TANC2"
"13441","CYB561"
"13442","ACE"
"13443","DCAF7"
"13444","TACO1"
"13445","MAP3K3"
"13446","LIMD2"
"13447","STRADA"
"13448","CCDC47"
"13449","DDX42"
"13450","FTSJ3"
"13451","PSMC5"
"13452","SMARCD2"
"13453","CD79B"
"13454","PRR29-AS1"
"13455","PRR29"
"13456","ICAM2"
"13457","ERN1"
"13458","SNHG25"
"13459","TEX2"
"13460","PECAM1"
"13461","MILR1"
"13462","POLG2"
"13463","DDX5"
"13464","CEP95"
"13465","SMURF2"
"13466","LRRC37A3"
"13467","RP11-927P21.1"
"13468","GNA13"
"13469","RP11-583F2.5"
"13470","RP11-160O5.1"
"13471","RGS9"
"13472","AXIN2"
"13473","CEP112"
"13474","PRKCA"
"13475","HELZ"
"13476","RP11-401F2.3"
"13477","PSMD12"
"13478","PITPNC1"
"13479","NOL11"
"13480","BPTF"
"13481","C17orf58"
"13482","KPNA2"
"13483","RP11-147L13.11"
"13484","RP11-147L13.12"
"13485","RP11-147L13.13"
"13486","RP11-147L13.14"
"13487","RP11-147L13.8"
"13488","RP11-147L13.15"
"13489","RP11-147L13.2"
"13490","AMZ2"
"13491","ARSG"
"13492","SLC16A6"
"13493","WIPI1"
"13494","PRKAR1A"
"13495","FAM20A"
"13496","ABCA6"
"13497","ABCA10"
"13498","ABCA5"
"13499","MAP2K6"
"13500","RP1-193H18.2"
"13501","LINC01483"
"13502","KCNJ2-AS1"
"13503","KCNJ2"
"13504","LINC00511"
"13505","SLC39A11"
"13506","SSTR2"
"13507","COG1"
"13508","FAM104A"
"13509","C17orf80"
"13510","CDC42EP4"
"13511","SDK2"
"13512","RPL38"
"13513","MGC16275"
"13514","TTYH2"
"13515","DNAI2"
"13516","KIF19"
"13517","GPRC5C"
"13518","CD300A"
"13519","CD300LB"
"13520","CD300C"
"13521","CTD-2006K23.1"
"13522","CD300E"
"13523","RAB37"
"13524","CD300LF"
"13525","SLC9A3R1"
"13526","NAT9"
"13527","TMEM104"
"13528","GRIN2C"
"13529","FDXR"
"13530","HID1"
"13531","ICT1"
"13532","KCTD2"
"13533","ATP5H"
"13534","SLC16A5"
"13535","ARMC7"
"13536","NT5C"
"13537","HN1"
"13538","SUMO2"
"13539","NUP85"
"13540","GGA3"
"13541","MRPS7"
"13542","MIF4GD"
"13543","RP11-649A18.12"
"13544","SLC25A19"
"13545","GRB2"
"13546","TMEM94"
"13547","CASKIN2"
"13548","TSEN54"
"13549","LLGL2"
"13550","MYO15B"
"13551","RECQL5"
"13552","SMIM5"
"13553","SMIM6"
"13554","SAP30BP"
"13555","ITGB4"
"13556","GALK1"
"13557","H3F3B"
"13558","UNK"
"13559","UNC13D"
"13560","WBP2"
"13561","TRIM47"
"13562","RP11-552F3.9"
"13563","TRIM65"
"13564","MRPL38"
"13565","FBF1"
"13566","ACOX1"
"13567","EVPL"
"13568","SRP68"
"13569","ZACN"
"13570","GALR2"
"13571","EXOC7"
"13572","FOXJ1"
"13573","RP11-449J21.5"
"13574","RNF157"
"13575","UBALD2"
"13576","QRICH2"
"13577","PRPSAP1"
"13578","SPHK1"
"13579","UBE2O"
"13580","RHBDF2"
"13581","CYGB"
"13582","PRCD"
"13583","ST6GALNAC2"
"13584","ST6GALNAC1"
"13585","RP11-318A15.2"
"13586","MXRA7"
"13587","JMJD6"
"13588","METTL23"
"13589","SRSF2"
"13590","MFSD11"
"13591","SEC14L1"
"13592","SEPT9"
"13593","RP11-936I5.1"
"13594","TNRC6C"
"13595","TMC6"
"13596","TMC8"
"13597","C17orf99"
"13598","SYNGR2"
"13599","TK1"
"13600","AFMID"
"13601","BIRC5"
"13602","RP11-219G17.4"
"13603","AC061992.2"
"13604","SOCS3"
"13605","PGS1"
"13606","DNAH17"
"13607","CTD-2357A8.3"
"13608","CYTH1"
"13609","USP36"
"13610","TIMP2"
"13611","LGALS3BP"
"13612","CANT1"
"13613","ENGASE"
"13614","RBFOX3"
"13615","CBX2"
"13616","CBX8"
"13617","CBX4"
"13618","TBC1D16"
"13619","GAA"
"13620","EIF4A3"
"13621","CARD14"
"13622","RP11-334C17.5"
"13623","SGSH"
"13624","SLC26A11"
"13625","RNF213"
"13626","CTD-2047H16.4"
"13627","ENDOV"
"13628","RPTOR"
"13629","CTD-2561B21.5"
"13630","CHMP6"
"13631","CTD-2561B21.11"
"13632","BAIAP2-AS1"
"13633","BAIAP2"
"13634","AATK"
"13635","CEP131"
"13636","ENTHD2"
"13637","C17orf89"
"13638","SLC38A10"
"13639","LINC00482"
"13640","RP11-1055B8.9"
"13641","RP11-1055B8.4"
"13642","BAHCC1"
"13643","RP13-766D20.4"
"13644","ACTG1"
"13645","FAAP100"
"13646","NPLOC4"
"13647","TSPAN10"
"13648","PDE6G"
"13649","OXLD1"
"13650","CCDC137"
"13651","ARL16"
"13652","HGS"
"13653","RP13-1032I1.7"
"13654","MRPL12"
"13655","SLC25A10"
"13656","FAM195B"
"13657","PPP1R27"
"13658","P4HB"
"13659","RP11-498C9.2"
"13660","RP11-498C9.3"
"13661","ARHGDIA"
"13662","RP11-498C9.15"
"13663","ALYREF"
"13664","ANAPC11"
"13665","NPB"
"13666","PCYT2"
"13667","SIRT7"
"13668","MAFG"
"13669","MAFG-AS1"
"13670","PYCR1"
"13671","ASPSCR1"
"13672","STRA13"
"13673","LRRC45"
"13674","RAC3"
"13675","DCXR"
"13676","RP13-650J16.1"
"13677","RFNG"
"13678","GPS1"
"13679","DUS1L"
"13680","FASN"
"13681","CCDC57"
"13682","RP13-516M14.2"
"13683","SLC16A3"
"13684","CSNK1D"
"13685","RP13-516M14.4"
"13686","RP13-516M14.1"
"13687","CD7"
"13688","SECTM1"
"13689","OGFOD3"
"13690","HEXDC"
"13691","C17orf62"
"13692","RP13-20L14.6"
"13693","NARF"
"13694","FOXK2"
"13695","RP13-638C3.4"
"13696","WDR45B"
"13697","RAB40B"
"13698","FN3KRP"
"13699","FN3K"
"13700","TBCD"
"13701","B3GNTL1"
"13702","METRNL"
"13703","AC144831.1"
"13704","USP14"
"13705","THOC1"
"13706","RP11-705O1.8"
"13707","COLEC12"
"13708","TYMS"
"13709","ENOSF1"
"13710","YES1"
"13711","RP11-769O8.1"
"13712","RP11-672L10.6"
"13713","METTL4"
"13714","NDC80"
"13715","SMCHD1"
"13716","EMILIN2"
"13717","LPIN2"
"13718","MYOM1"
"13719","RP13-270P17.3"
"13720","MYL12A"
"13721","RP13-270P17.1"
"13722","MYL12B"
"13723","TGIF1"
"13724","DLGAP1-AS1"
"13725","DLGAP1-AS2"
"13726","RP11-874J12.4"
"13727","LINC00526"
"13728","LINC00667"
"13729","ZBTB14"
"13730","EPB41L3"
"13731","L3MBTL4"
"13732","PTPRM"
"13733","RAB12"
"13734","MTCL1"
"13735","NDUFV2"
"13736","NDUFV2-AS1"
"13737","ANKRD12"
"13738","TWSG1"
"13739","RALBP1"
"13740","PPP4R1"
"13741","RAB31"
"13742","RP11-474N24.6"
"13743","VAPA"
"13744","APCDD1"
"13745","NAPG"
"13746","GNAL"
"13747","CHMP1B"
"13748","MPPE1"
"13749","RP11-820I16.4"
"13750","IMPA2"
"13751","ANKRD62"
"13752","TUBB6"
"13753","AFG3L2"
"13754","PRELID3A"
"13755","SPIRE1"
"13756","PSMG2"
"13757","CEP76"
"13758","RP11-973H7.4"
"13759","RP11-973H7.1"
"13760","PTPN2"
"13761","SEH1L"
"13762","CEP192"
"13763","LDLRAD4"
"13764","RP11-53B2.3"
"13765","FAM210A"
"13766","RNMT"
"13767","ZNF519"
"13768","CYP4F35P"
"13769","ROCK1"
"13770","GREB1L"
"13771","ESCO1"
"13772","SNRPD1"
"13773","ABHD3"
"13774","MIB1"
"13775","RP11-535A5.1"
"13776","RBBP8"
"13777","CABLES1"
"13778","TMEM241"
"13779","RP11-17J14.2"
"13780","RIOK3"
"13781","C18orf8"
"13782","NPC1"
"13783","ANKRD29"
"13784","TTC39C"
"13785","TTC39C-AS1"
"13786","RP11-799B12.4"
"13787","OSBPL1A"
"13788","IMPACT"
"13789","ZNF521"
"13790","SS18"
"13791","PSMA8"
"13792","TAF4B"
"13793","KCTD1"
"13794","PCAT18"
"13795","CDH2"
"13796","DSC2"
"13797","DSC1"
"13798","DSG2"
"13799","B4GALT6"
"13800","RP11-549B18.1"
"13801","TRAPPC8"
"13802","RP11-210K20.2"
"13803","RP11-326K13.4"
"13804","RNF125"
"13805","RP11-53I6.3"
"13806","RNF138"
"13807","RP11-53I6.4"
"13808","AC021224.1"
"13809","KLHL14"
"13810","AC012123.1"
"13811","DTNA"
"13812","MAPRE2"
"13813","RP11-294N21.3"
"13814","ZNF397"
"13815","ZSCAN30"
"13816","RP11-158H5.8"
"13817","RP11-158H5.7"
"13818","ZNF24"
"13819","ZNF396"
"13820","RP11-322E11.2"
"13821","INO80C"
"13822","GALNT1"
"13823","RP11-873E20.1"
"13824","C18orf21"
"13825","RPRD1A"
"13826","SLC39A6"
"13827","ELP2"
"13828","MOCOS"
"13829","TPGS2"
"13830","KIAA1328"
"13831","CELF4"
"13832","RP11-95O2.5"
"13833","RP11-244M2.1"
"13834","PIK3C3"
"13835","RP11-456K23.1"
"13836","SETBP1"
"13837","SLC14A2"
"13838","SLC14A1"
"13839","SIGLEC15"
"13840","EPG5"
"13841","PSTPIP2"
"13842","ATP5A1"
"13843","HAUS1"
"13844","C18orf25"
"13845","RNF165"
"13846","PIAS2"
"13847","KATNAL2"
"13848","HDHD2"
"13849","IER3IP1"
"13850","SMAD2"
"13851","CTIF"
"13852","SMAD7"
"13853","RP11-15F12.1"
"13854","DYM"
"13855","C18orf32"
"13856","RPL17"
"13857","LIPG"
"13858","ACAA2"
"13859","SNHG22"
"13860","CFAP53"
"13861","MBD1"
"13862","CXXC1"
"13863","SKA1"
"13864","ME2"
"13865","ELAC1"
"13866","SMAD4"
"13867","MEX3C"
"13868","MBD2"
"13869","RP11-850A17.1"
"13870","POLI"
"13871","C18orf54"
"13872","RAB27B"
"13873","CCDC68"
"13874","TCF4"
"13875","TXNL1"
"13876","WDR7"
"13877","FECH"
"13878","RP11-706P11.2"
"13879","NARS"
"13880","RP11-35G9.3"
"13881","RP11-35G9.5"
"13882","ATP8B1"
"13883","NEDD4L"
"13884","RP11-126O1.6"
"13885","RP11-126O1.5"
"13886","MALT1"
"13887","RP11-108P20.3"
"13888","ZNF532"
